,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,gaia_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_facility
98,CoRoT-9,b,CoRoT-9 b,Transit,0,1,95.272656,86.46436720000001,0.133,89.9,0.000801612,Mass,1.0659999999999998,0.86,0,0,0,1,18h43m08.81s,280.786712,+06d12m15.0s,6.204172,417.89,417.89,13.69,V (Johnson),13.501,5625.0,0.96,0.96,2017-12-14,CoRoT
99,CoRoTID 223977153,b,CoRoTID 223977153 b,Transit,0,1,6.71837,15.267272,,89.0,0.000143145,Mass,0.57,1.1,0,0,0,0,06h40m46.84s,100.195183,+09d15m26.8s,9.257431,586.2,586.2,,,13.587,5970.0,1.08,0.79,2017-09-15,CoRoT
102,DH Tau,b,DH Tau b,Imaging,0,1,,70960.56,,,0.010497300000000001,Mass,,,0,0,0,1,04h29m41.56s,67.423158,+26d32m58.3s,26.54952,140.0,135.35,,,12.495999999999999,,0.33,0.27,2014-05-14,Subaru Telescope
103,DMPP-1,b,DMPP-1 b,Radial Velocity,0,4,18.57,31.4376784,0.083,,7.2870348e-05,Msini,,,0,0,0,1,05h47m06.27s,86.776115,-10d37m48.8s,-10.630232000000001,62.0,62.65,7.981,V (Johnson),7.85,6196.0,1.21,1.26,2020-01-30,La Silla Observatory
104,DMPP-1,c,DMPP-1 c,Radial Velocity,0,4,6.584,15.761845600000001,0.057,,2.8819860000000002e-05,Msini,,,0,0,0,1,05h47m06.27s,86.776115,-10d37m48.8s,-10.630232000000001,62.0,62.65,7.981,V (Johnson),7.85,6196.0,1.21,1.26,2020-01-30,La Silla Observatory
105,DMPP-1,d,DMPP-1 d,Radial Velocity,0,4,2.882,9.0743504,0.07,,1.0058322000000002e-05,Msini,,,0,0,0,1,05h47m06.27s,86.776115,-10d37m48.8s,-10.630232000000001,62.0,62.65,7.981,V (Johnson),7.85,6196.0,1.21,1.26,2020-01-30,La Silla Observatory
106,DMPP-1,e,DMPP-1 e,Radial Velocity,0,4,5.516,13.998583200000002,0.07,,1.2396357000000001e-05,Msini,,,0,0,0,1,05h47m06.27s,86.776115,-10d37m48.8s,-10.630232000000001,62.0,62.65,7.981,V (Johnson),7.85,6196.0,1.21,1.26,2020-01-30,La Silla Observatory
107,DMPP-2,b,DMPP-2 b,Radial Velocity,0,1,5.2072,14.2781248,0.078,,0.0004170291,Msini,,,0,0,0,1,01h49m37.89s,27.407873,-34d27m32.9s,-34.459129,134.0,138.49,8.567,V (Johnson),8.458,6500.0,1.44,1.78,2020-01-30,Multiple Facilities
108,DMPP-3 A,b,DMPP-3 A b,Radial Velocity,0,1,6.6732,14.2351184,0.14,,7.748916e-06,Msini,,,0,0,0,1,06h06m29.85s,91.624382,-72d30m45.6s,-72.512665,48.9,46.95,9.066,V (Johnson),8.854,5138.0,0.87,0.91,2020-01-30,La Silla Observatory
134,EPIC 246851721,b,EPIC 246851721 b,Transit,0,1,6.180235,15.54466328,,86.21,0.0028629000000000003,Mass,1.051,3.1,0,0,1,0,05h15m40.74s,78.91974599999999,+16d16m43.5s,16.278742,336.7,375.39,11.439,V (Johnson),11.255,6202.0,1.32,1.59,2018-10-26,K2
135,EPIC 248847494,b,EPIC 248847494 b,Transit,0,1,3650.0,967.644,0.0,89.87,0.012405900000000001,Mass,1.11,,0,0,1,0,10h37m33.42s,159.389267,+11d50m33.8s,11.842731,560.0,560.71,12.415999999999999,V (Johnson),12.172,4898.0,0.9,2.7,2019-07-25,K2
136,EPIC 249893012,b,EPIC 249893012 b,Transit,0,3,3.5951,10.106504000000001,0.06,86.14,2.6271879000000004e-05,Mass,0.174,6.39,0,0,1,0,15h12m59.57s,228.24819900000003,-16d43m28.3s,-16.724524,324.22,324.22,11.427999999999999,V (Johnson),11.402000000000001,5430.0,1.05,1.71,2020-02-13,K2
137,EPIC 249893012,c,EPIC 249893012 c,Transit,0,3,15.624,27.95416,0.07,87.94,4.4050488e-05,Mass,0.327,1.62,0,0,1,0,15h12m59.57s,228.24819900000003,-16d43m28.3s,-16.724524,324.22,324.22,11.427999999999999,V (Johnson),11.402000000000001,5430.0,1.05,1.71,2020-02-13,K2
138,EPIC 249893012,d,EPIC 249893012 d,Transit,0,3,35.747,47.30704,0.15,89.47,3.0566229000000005e-05,Mass,0.35200000000000004,0.91,0,0,1,0,15h12m59.57s,228.24819900000003,-16d43m28.3s,-16.724524,324.22,324.22,11.427999999999999,V (Johnson),11.402000000000001,5430.0,1.05,1.71,2020-02-13,K2
141,GJ 1061,b,GJ 1061 b,Radial Velocity,0,3,3.204,4.515672,0.31,,4.1130330000000005e-06,Msini,,,0,0,0,0,03h35m59.72s,53.998836,-44d30m45.5s,-44.512634000000006,3.67,3.67,13.06,V (Johnson),10.989,2953.0,0.12,0.16,2020-02-27,La Silla Observatory
142,GJ 1061,c,GJ 1061 c,Radial Velocity,0,3,6.689,7.5261200000000015,0.29,,5.220021e-06,Msini,,,0,0,0,0,03h35m59.72s,53.998836,-44d30m45.5s,-44.512634000000006,3.67,3.67,13.06,V (Johnson),10.989,2953.0,0.12,0.16,2020-02-27,La Silla Observatory
143,GJ 1061,d,GJ 1061 d,Radial Velocity,0,3,13.031,11.611728000000001,0.53,,4.924188000000001e-06,Msini,,,0,0,0,0,03h35m59.72s,53.998836,-44d30m45.5s,-44.512634000000006,3.67,3.67,13.06,V (Johnson),10.989,2953.0,0.12,0.16,2020-02-27,La Silla Observatory
144,GJ 1132,b,GJ 1132 b,Transit,0,2,1.628931,3.2899896,0.22,,4.981446000000001e-06,Mass,0.10099999999999999,6.3,0,0,0,2,10h14m51.78s,153.71573700000002,-47d09m24.2s,-47.156727000000004,12.62,12.62,13.49,V (Johnson),12.138,3270.0,0.18,0.21,2020-06-04,Cerro Tololo Inter-American Observatory
145,GJ 1132,c,GJ 1132 c,Radial Velocity,0,2,8.929,10.235523200000001,0.27,,7.930233e-06,Msini,,,0,0,0,1,10h14m51.78s,153.71573700000002,-47d09m24.2s,-47.156727000000004,12.62,12.62,13.49,V (Johnson),12.138,3270.0,0.18,0.21,2018-06-21,La Silla Observatory
146,GJ 1148,b,GJ 1148 b,Radial Velocity,0,2,41.38,35.695312,0.38,,0.00029034577500000006,Msini,,,0,0,0,0,11h41m44.63s,175.435974,+42d45m07.1s,42.751971999999995,11.02,11.02,11.92,V (Johnson),10.577,3264.0,0.35,0.4,2017-10-19,W. M. Keck Observatory
147,GJ 1148,c,GJ 1148 c,Radial Velocity,0,2,532.58,196.10918400000003,0.342,,0.00020435380200000002,Msini,,,0,0,0,0,11h41m44.63s,175.435974,+42d45m07.1s,42.751971999999995,11.02,11.02,11.92,V (Johnson),10.577,3264.0,0.35,0.4,2017-10-19,Calar Alto Observatory
148,GJ 1214,b,GJ 1214 b,Transit,0,1,1.58040456,3.03410152,,88.17,1.879971e-05,Mass,0.254,1.49,0,0,0,3,17h15m18.92s,258.828837,+04d57m50.1s,4.96392,14.65,14.65,15.1,V (Johnson),13.009,3026.0,0.15,0.22,2015-12-03,MEarth Project
149,GJ 1252,b,GJ 1252 b,Transit,0,1,0.5182349,1.96969312,0.0,85.0,6.2792940000000004e-06,Mass,0.106,,0,0,0,0,20h27m42.06s,306.925235,-56d27m25.2s,-56.456990000000005,20.38,20.38,12.193,V (Johnson),11.235999999999999,3458.0,0.38,0.39,2020-02-13,Transiting Exoplanet Survey Satellite (TESS)
150,GJ 1265,b,GJ 1265 b,Radial Velocity,0,1,3.6511,5.590832,0.04,,2.2216104000000003e-05,Msini,,,0,0,0,0,22h13m42.88s,333.428676,-17d41m08.8s,-17.685771,10.26,10.26,13.57,V (Johnson),12.081,3236.0,0.18,0.19,2018-12-06,Calar Alto Observatory
151,GJ 143,b,GJ 143 b,Transit,0,2,35.61253,41.178628,0.188,89.33,6.815610600000001e-05,Mass,0.233,7.0,0,0,0,1,03h26m59.22s,51.746769,-63d29m56.8s,-63.4991,16.33,16.33,7.87,V (Johnson),7.678999999999999,4640.0,0.73,0.69,2019-04-25,Transiting Exoplanet Survey Satellite (TESS)
152,GJ 15 A,b,GJ 15 A b,Radial Velocity,1,2,11.4407,15.482304,0.094,,9.094479e-06,Msini,,,0,0,0,1,00h18m22.89s,4.595356,+44d01m22.6s,44.022953,3.56,3.56,8.08,V (Johnson),7.216,3607.0,0.38,0.38,2019-10-10,W. M. Keck Observatory
153,GJ 15 A,c,GJ 15 A c,Radial Velocity,0,2,7600.0,1161.1728,0.27,,0.00010809356100000002,Msini,,,0,0,0,0,00h18m22.89s,4.595356,+44d01m22.6s,44.022953,3.56,3.56,8.08,V (Johnson),7.216,3607.0,0.38,0.38,2019-10-10,Roque de los Muchachos Observatory
158,GJ 179,b,GJ 179 b,Radial Velocity,0,1,2288.0,518.22712,0.21,,0.000782526,Msini,,,0,0,0,0,04h52m05.73s,73.023865,+06d28m35.5s,6.476539,12.36,12.36,12.0,V (Johnson),10.706,3370.0,0.36,0.38,2014-05-14,W. M. Keck Observatory
165,GJ 273,b,GJ 273 b,Radial Velocity,0,2,18.6498,19.589630232,0.1,,8.674587000000001e-06,Msini,,,0,0,0,0,07h27m24.50s,111.85208100000001,+05d13m32.8s,5.225785,3.8,,9.872,V (Johnson),,3382.0,0.29,0.29,2017-03-30,La Silla Observatory
166,GJ 273,c,GJ 273 c,Radial Velocity,0,2,4.7234,7.841571944,0.17,,3.5404530000000004e-06,Msini,,,0,0,0,0,07h27m24.50s,111.85208100000001,+05d13m32.8s,5.225785,3.8,,9.872,V (Johnson),,3382.0,0.29,0.29,2017-03-30,La Silla Observatory
167,GJ 3021,b,GJ 3021 b,Radial Velocity,0,1,133.71,105.36568,0.511,,0.003215991,Msini,,,0,0,0,1,00h16m12.68s,4.052823,-79d51m04.3s,-79.85118100000001,17.56,17.56,6.59,V (Johnson),6.394,5540.0,0.9,0.9,2014-05-14,La Silla Observatory
169,GJ 3138,b,GJ 3138 b,Radial Velocity,0,3,1.22003,4.2361303999999995,0.19,,5.3440800000000005e-06,Msini,,,0,0,0,0,02h09m10.90s,32.295425,-16d20m22.5s,-16.339592,28.49,28.49,10.98,V (Johnson),10.192,3717.0,0.68,0.5,2017-03-30,La Silla Observatory
170,GJ 3138,c,GJ 3138 c,Radial Velocity,0,3,5.974,12.256824000000002,0.11,,1.2549045000000001e-05,Msini,,,0,0,0,0,02h09m10.90s,32.295425,-16d20m22.5s,-16.339592,28.49,28.49,10.98,V (Johnson),10.192,3717.0,0.68,0.5,2017-03-30,La Silla Observatory
171,GJ 3138,d,GJ 3138 d,Radial Velocity,0,3,257.8,150.092336,0.32,,3.1530072e-05,Msini,,,0,0,0,0,02h09m10.90s,32.295425,-16d20m22.5s,-16.339592,28.49,28.49,10.98,V (Johnson),10.192,3717.0,0.68,0.5,2017-03-30,La Silla Observatory
175,GJ 3293,b,GJ 3293 b,Radial Velocity,0,4,30.5987,30.833438480000005,0.06,,7.067545800000001e-05,Msini,,,0,0,0,0,04h28m35.72s,67.14882,-25d10m09.5s,-25.169301,20.2,20.2,11.962,V (Johnson),10.979000000000001,3466.0,0.42,0.4,2017-03-30,La Silla Observatory
176,GJ 3293,c,GJ 3293 c,Radial Velocity,0,4,122.6196,77.78782600000001,0.11,,6.3327348e-05,Msini,,,0,0,0,0,04h28m35.72s,67.14882,-25d10m09.5s,-25.169301,20.2,20.2,11.962,V (Johnson),10.979000000000001,3466.0,0.42,0.4,2017-03-30,La Silla Observatory
177,GJ 3293,d,GJ 3293 d,Radial Velocity,0,4,48.1345,41.703306080000004,0.12,,2.2817313e-05,Msini,,,0,0,0,0,04h28m35.72s,67.14882,-25d10m09.5s,-25.169301,20.2,20.2,11.962,V (Johnson),10.979000000000001,3466.0,0.42,0.4,2017-03-30,La Silla Observatory
178,GJ 3293,e,GJ 3293 e,Radial Velocity,0,4,13.2543,17.64982656,0.21,,9.848376000000001e-06,Msini,,,0,0,0,0,04h28m35.72s,67.14882,-25d10m09.5s,-25.169301,20.2,20.2,11.962,V (Johnson),10.979000000000001,3466.0,0.42,0.4,2017-03-30,La Silla Observatory
179,GJ 3323,b,GJ 3323 b,Radial Velocity,0,2,5.3636,7.057350240000001,0.23,,6.069348e-06,Msini,,,0,0,0,0,05h01m57.43s,75.48928000000001,-06d56m46.5s,-6.946263,5.32,5.38,12.22,V (Johnson),10.647,3159.0,0.16,0.12,2017-03-30,La Silla Observatory
180,GJ 3323,c,GJ 3323 c,Radial Velocity,0,2,40.54,27.180044800000005,0.17,,6.937761000000001e-06,Msini,,,0,0,0,0,05h01m57.43s,75.48928000000001,-06d56m46.5s,-6.946263,5.32,5.38,12.22,V (Johnson),10.647,3159.0,0.16,0.12,2017-03-30,La Silla Observatory
181,GJ 3341,b,GJ 3341 b,Radial Velocity,0,1,14.207,19.137848,0.31,,1.984944e-05,Msini,,,0,0,0,0,05h15m46.72s,78.944663,-31d17m45.4s,-31.295951000000002,23.16,23.64,12.08,V (Johnson),11.103,3526.0,0.47,0.44,2014-12-03,La Silla Observatory
182,GJ 3470,b,GJ 3470 b,Radial Velocity,0,1,3.3366496,7.633636,,89.13,4.1731539e-05,Mass,0.408,0.8,0,0,0,1,07h59m05.84s,119.774349,+15d23m29.4s,15.391492000000001,29.45,29.45,12.33,V (Johnson),11.354000000000001,3600.0,0.54,0.55,2016-09-29,La Silla Observatory
183,GJ 3512,b,GJ 3512 b,Radial Velocity,0,1,203.59,72.68081600000001,0.4356,,0.0004418409,Msini,,,0,0,0,0,08h41m20.13s,130.333891,+59d29m50.6s,59.497391,9.49,9.49,15.05,V (Johnson),13.112,3081.0,0.12,0.14,2019-10-10,Calar Alto Observatory
184,GJ 357,b,GJ 357 b,Transit,0,3,3.93072,7.5261200000000015,,89.12,5.525397000000001e-06,Mass,0.109,5.6,0,0,0,0,09h36m01.64s,144.006821,-21d39m38.9s,-21.660797,9.44,9.44,10.92,V (Johnson),9.88,3505.0,0.34,0.34,2019-08-15,Transiting Exoplanet Survey Satellite (TESS)
185,GJ 357,c,GJ 357 c,Radial Velocity,0,3,9.1247,13.116952,,,1.021101e-05,Msini,,,0,0,0,0,09h36m01.64s,144.006821,-21d39m38.9s,-21.660797,9.44,9.44,10.92,V (Johnson),9.88,3505.0,0.34,0.34,2019-08-01,Multiple Observatories
186,GJ 357,d,GJ 357 d,Radial Velocity,0,3,55.661,43.866528,,,1.8313017000000002e-05,Msini,,,0,0,0,0,09h36m01.64s,144.006821,-21d39m38.9s,-21.660797,9.44,9.44,10.92,V (Johnson),9.88,3505.0,0.34,0.34,2019-08-01,Multiple Observatories
187,GJ 3634,b,GJ 3634 b,Radial Velocity,0,1,2.64561,6.1714184,0.08,59.0,2.48118e-05,Mass,,,0,0,0,0,10h58m35.10s,164.646242,-31d08m38.4s,-31.143989,19.8,20.39,11.93,V (Johnson),10.923,,0.45,0.43,2014-08-21,La Silla Observatory
188,GJ 3779,b,GJ 3779 b,Radial Velocity,0,1,3.0232,5.590832,0.07,,2.4019730999999998e-05,Msini,,,0,0,0,0,13h22m56.74s,200.736403,+24d28m03.5s,24.467626,13.75,13.75,12.96,V (Johnson),11.627,3324.0,0.27,0.28,2018-12-06,Calar Alto Observatory
189,GJ 3942,b,GJ 3942 b,Radial Velocity,0,1,6.905,13.0739456,0.121,,2.1433578e-05,Msini,,,0,0,0,0,16h09m03.14s,242.263092,+52d56m37.9s,52.943874,16.94,16.94,10.25,V (Johnson),9.408,3867.0,0.63,0.61,2017-12-21,Roque de los Muchachos Observatory
190,GJ 3998,b,GJ 3998 b,Radial Velocity,0,2,2.64977,6.235928,0.0,,7.414911e-06,Msini,,,0,0,0,1,17h16m00.64s,259.002655,+11d03m27.6s,11.057666000000001,18.16,18.16,10.83,V (Johnson),9.982999999999999,3722.0,0.5,0.49,2016-07-28,Roque de los Muchachos Observatory
191,GJ 3998,c,GJ 3998 c,Radial Velocity,0,2,13.74,19.137848,0.049,,1.879971e-05,Msini,,,0,0,0,1,17h16m00.64s,259.002655,+11d03m27.6s,11.057666000000001,18.16,18.16,10.83,V (Johnson),9.982999999999999,3722.0,0.5,0.49,2016-07-28,Roque de los Muchachos Observatory
192,GJ 411,b,GJ 411 b,Radial Velocity,0,1,12.9532,16.880012,0.22,,8.979963000000001e-06,Msini,,,0,0,0,2,11h03m20.19s,165.834137,+35d58m11.6s,35.969879,2.55,,7.49,V (Johnson),,3563.0,0.39,0.39,2019-03-05,Haute-Provence Observatory
194,GJ 4276,b,GJ 4276 b,Radial Velocity,0,1,13.352,17.632624,0.37,,4.9747659e-05,Msini,,,0,0,0,0,22h25m17.05s,336.321023,+59d24m49.8s,59.413835,21.35,21.35,,,11.66,3387.0,0.41,0.41,2019-01-24,Calar Alto Observatory
198,GJ 436,b,GJ 436 b,Radial Velocity,0,1,2.64388312,6.2574312,0.13827,86.44,6.680100000000001e-05,Mass,0.37200000000000005,1.8,0,0,0,0,11h42m11.09s,175.546219,+26d42m23.7s,26.706570000000003,9.76,9.76,10.67,V (Johnson),9.571,,0.47,0.46,2015-02-05,W. M. Keck Observatory
200,GJ 536,b,GJ 536 b,Radial Velocity,0,1,8.7076,14.323281520000002,0.08,,1.6089498e-05,Msini,,,0,0,0,0,14h01m03.19s,210.26328999999998,-02d39m17.5s,-2.654864,10.41,10.41,9.72,V (Johnson),8.859,3685.0,0.52,0.5,2016-11-17,La Silla Observatory
201,GJ 581,b,GJ 581 b,Radial Velocity,0,3,5.3686,8.732449520000001,0.0,,4.742871e-05,Msini,,,0,0,0,0,15h19m26.82s,229.861771,-07d43m20.2s,-7.7222800000000005,6.3,6.3,10.56,V (Johnson),9.411,,0.31,0.29,2014-07-09,La Silla Observatory
202,GJ 581,c,GJ 581 c,Radial Velocity,0,3,12.914,15.5038072,0.0,,1.650939e-05,Msini,,,0,0,0,0,15h19m26.82s,229.861771,-07d43m20.2s,-7.7222800000000005,6.3,6.3,10.56,V (Johnson),9.411,,0.31,0.29,2014-07-09,La Silla Observatory
203,GJ 581,e,GJ 581 e,Radial Velocity,0,3,3.149,6.053150800000001,0.0,,5.05779e-06,Msini,,,0,0,0,0,15h19m26.82s,229.861771,-07d43m20.2s,-7.7222800000000005,6.3,6.3,10.56,V (Johnson),9.411,,0.31,0.29,2014-07-09,La Silla Observatory
204,GJ 625,b,GJ 625 b,Radial Velocity,0,1,14.628,16.850122552000002,0.13,,8.464641e-06,Msini,,,0,0,0,0,16h25m24.62s,246.3526,+54d18m14.8s,54.304104,6.49,6.47,10.1,V (Johnson),9.137,3499.0,0.3,0.31,2017-09-28,Multiple Observatories
212,GJ 676 A,b,GJ 676 A b,Radial Velocity,0,4,1056.80005,391.35824,0.33,,0.004733328,Msini,,,0,0,0,0,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978000000006,16.03,16.03,9.58,V (Johnson),8.865,3734.0,0.73,0.69,2018-09-06,La Silla Observatory
213,GJ 676 A,c,GJ 676 A c,Radial Velocity,0,4,7337.0,1419.2112,,,0.00648924,Msini,,,0,0,0,0,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978000000006,16.03,16.03,9.58,V (Johnson),8.865,3734.0,0.73,0.69,2016-09-29,Paranal Observatory
218,GJ 685,b,GJ 685 b,Radial Velocity,0,1,24.16,28.9003008,0.0,,2.7025776e-05,Msini,,,0,0,0,0,17h35m34.48s,263.893677,+61d40m53.6s,61.681564,14.32,14.32,9.97,V (Johnson),9.167,3816.0,0.55,0.54,2019-04-11,Qatar
219,GJ 687,b,GJ 687 b,Radial Velocity,0,1,38.14,36.555440000000004,0.04,,5.7258e-05,Msini,,,0,0,0,0,17h36m25.90s,264.10791,+68d20m20.9s,68.33914200000001,4.55,4.55,9.15,V (Johnson),8.027999999999999,3340.0,0.45,0.43,2018-09-06,Lick Observatory
222,GJ 849,b,GJ 849 b,Radial Velocity,0,1,1882.0,505.32520000000005,0.04,,0.0009543,Msini,,,0,0,0,0,22h09m40.35s,332.418121,-04d38m26.6s,-4.640729,8.8,8.8,10.37,V (Johnson),9.224,3241.0,0.65,0.53,2018-09-06,W. M. Keck Observatory
223,GJ 86,b,GJ 86 b,Radial Velocity,0,1,15.76491,23.65352,0.04,,0.004218006,Msini,,,0,0,0,0,02h10m25.93s,32.608059000000004,-50d49m25.4s,-50.823723,10.79,10.79,6.12,V (Johnson),5.874,5182.0,0.93,0.77,2018-09-06,La Silla Observatory
224,GJ 876,b,GJ 876 b,Radial Velocity,0,4,61.1166,44.794821144000004,0.0324,59.0,0.00217160508,Mass,,,0,0,0,0,22h53m16.74s,343.319733,-14d15m49.3s,-14.2637,4.68,4.68,10.191,V (Johnson),8.875,,0.32,0.3,2014-08-27,Multiple Observatories
225,GJ 876,c,GJ 876 c,Radial Velocity,0,4,30.0881,27.865996880000004,0.25590999999999997,59.0,0.00068156106,Mass,,,0,0,0,0,22h53m16.74s,343.319733,-14d15m49.3s,-14.2637,4.68,4.68,10.191,V (Johnson),8.875,,0.32,0.3,2014-08-27,Multiple Observatories
226,GJ 876,d,GJ 876 d,Radial Velocity,0,4,1.93778,4.474170824,0.207,59.0,2.0040300000000002e-05,Mass,,,0,0,0,1,22h53m16.74s,343.319733,-14d15m49.3s,-14.2637,4.68,4.68,10.191,V (Johnson),8.875,,0.32,0.3,2014-08-27,W. M. Keck Observatory
227,GJ 876,e,GJ 876 e,Radial Velocity,0,4,124.26,71.8851976,0.055,59.0,4.38978e-05,Mass,,,0,0,0,0,22h53m16.74s,343.319733,-14d15m49.3s,-14.2637,4.68,4.68,10.191,V (Johnson),8.875,,0.32,0.3,2014-08-27,W. M. Keck Observatory
229,GJ 9827,b,GJ 9827 b,Transit,0,3,1.2089819,4.0426016,0.0,86.07,1.4743935e-05,Mass,0.141,6.93,0,0,1,1,23h27m04.83s,351.77014199999996,-01d17m10.6s,-1.286273,29.69,29.69,10.25,V (Johnson),9.838,4340.0,0.61,0.6,2019-08-29,K2
230,GJ 9827,c,GJ 9827 c,Transit,0,3,3.6480957,8.440006,0.0,88.19,2.519352e-06,Mass,0.111,2.42,0,0,1,1,23h27m04.83s,351.77014199999996,-01d17m10.6s,-1.286273,29.69,29.69,10.25,V (Johnson),9.838,4340.0,0.61,0.6,2019-08-29,K2
231,GJ 9827,d,GJ 9827 d,Transit,0,3,6.2014698,12.022439120000001,0.0,87.443,1.2129153e-05,Mass,0.18,2.69,0,0,1,1,23h27m04.83s,351.77014199999996,-01d17m10.6s,-1.286273,29.69,29.69,10.25,V (Johnson),9.838,4340.0,0.61,0.6,2019-08-29,K2
235,Gl 378,b,Gl 378 b,Radial Velocity,0,1,3.822,8.479786920000002,0.109,,3.9097671000000004e-05,Msini,,,0,0,0,0,10h02m21.75s,150.590622,+48d05m19.7s,48.088806,14.96,14.96,10.19,V (Johnson),9.265,3879.0,0.56,0.56,2019-03-05,Haute-Provence Observatory
236,Gl 49,b,Gl 49 b,Radial Velocity,0,1,13.8508,19.460396,0.363,,1.6900653e-05,Msini,,,0,0,0,0,01h02m38.87s,15.661942999999999,+62d20m42.2s,62.345043000000004,9.86,9.86,9.56,V (Johnson),8.663,3805.0,0.52,0.51,2019-06-13,Multiple Observatories
237,Gl 686,b,Gl 686 b,Radial Velocity,0,1,15.5314,19.718434400000003,0.077,,1.9935327e-05,Msini,,,0,0,0,0,17h37m53.35s,264.47229,+18d35m30.2s,18.591708999999998,8.16,8.16,9.577,V (Johnson),8.738999999999999,3663.0,0.42,0.42,2019-06-13,Roque de los Muchachos Observatory
238,HAT-P-1,b,HAT-P-1 b,Transit,0,1,4.46529976,11.95792952,,85.634,0.0005010075000000001,Mass,1.319,0.282,0,0,0,0,22h57m46.83s,344.445104,+38d40m29.8s,38.674953,159.71,159.71,10.34,V (Johnson),10.179,5980.0,1.15,1.17,2015-09-10,HATNet
239,HAT-P-11,b,HAT-P-11 b,Transit,0,2,4.88780244,11.29778128,0.218,,7.025556600000001e-05,Msini,0.389,,0,1,0,1,19h50m50.24s,297.70935099999997,+48d04m51.1s,48.080856,37.81,37.81,9.174,Kepler-band,9.151,4780.0,0.81,0.68,2019-01-31,HATNet
240,HAT-P-11,c,HAT-P-11 c,Radial Velocity,0,2,3407.0,888.08216,0.601,,0.001522289817,Msini,,,0,1,0,0,19h50m50.24s,297.70935099999997,+48d04m51.1s,48.080856,37.81,37.81,9.174,Kepler-band,9.151,4780.0,0.81,0.68,2019-01-31,W. M. Keck Observatory
241,HAT-P-12,b,HAT-P-12 b,Transit,0,1,3.2130598,8.2572288,0.0,89.0,0.0002013573,Mass,0.9590000000000001,0.3192,0,0,0,1,13h57m33.48s,209.389489,+43d29m36.7s,43.493534000000004,142.5,143.34,12.84,V (Johnson),12.42,4650.0,0.73,0.7,2014-05-14,HATNet
246,HAT-P-16,b,HAT-P-16 b,Transit,0,1,2.77596,8.8808216,0.036,86.6,0.0040013799,Mass,1.2890000000000001,2.42,0,0,0,0,00h38m17.56s,9.573181,+42d27m47.1s,42.463078,235.0,228.0,10.812000000000001,V (Johnson),10.757,6158.0,1.22,1.24,2014-05-14,HATNet
248,HAT-P-17,c,HAT-P-17 c,Radial Velocity,0,2,5584.0,1204.1792,0.39,,0.00324462,Msini,,,0,0,0,0,21h38m08.74s,324.53639599999997,+30d29m19.4s,30.488715999999997,92.63,92.63,10.54,V (Johnson),10.274000000000001,5246.0,0.99,0.87,2014-05-14,W. M. Keck Observatory
249,HAT-P-18,b,HAT-P-18 b,Transit,0,1,5.508023,12.0202888,0.084,88.8,0.00018799710000000003,Mass,0.995,0.25,0,0,0,1,17h05m23.15s,256.346473,+33d00m45.0s,33.012512,166.0,162.16,12.759,V (Johnson),12.368,4803.0,0.77,0.75,2014-05-14,HATNet
250,HAT-P-19,b,HAT-P-19 b,Transit,0,1,4.008778,10.0204912,0.067,88.2,0.0002786556,Mass,1.1320000000000001,0.25,0,0,0,0,00h38m04.02s,9.516742,+34d42m41.7s,34.711575,215.0,203.25,12.901,V (Johnson),12.557,4990.0,0.84,0.82,2014-05-14,HATNet
251,HAT-P-2,b,HAT-P-2 b,Transit,0,1,5.6335158,14.65228048,0.5172,,0.008226065999999999,Msini,,,0,0,0,2,16h20m36.36s,245.15148900000003,+41d02m53.1s,41.048084,128.25,128.25,8.72,V (Johnson),8.597999999999999,6380.0,1.33,1.39,2018-09-27,HATNet
252,HAT-P-20,b,HAT-P-20 b,Transit,0,1,2.875317,7.7626552,0.015,86.8,0.006914857800000001,Mass,0.867,13.78,0,0,0,0,07h27m39.95s,111.91646899999999,+24d20m11.9s,24.33663,70.0,71.18,11.339,V (Johnson),10.99,4595.0,0.76,0.69,2014-05-14,HATNet
257,HAT-P-25,b,HAT-P-25 b,Transit,0,1,3.65281514,10.0204912,0.023,88.22,0.0005429966999999999,Mass,1.135,0.483,0,0,0,0,03h13m44.50s,48.435419,+25d11m50.7s,25.197405,302.95,302.95,13.19,V (Johnson),12.842,5519.0,1.01,0.92,2019-01-17,HATNet
259,HAT-P-27,b,HAT-P-27 b,Transit,0,1,3.039577,8.601280000000001,0.0,85.0,0.000591666,Mass,1.02,,0,0,0,1,14h51m04.18s,222.76743599999998,+05d56m50.5s,5.947368,204.0,200.31,,,11.956,5300.0,0.94,0.9,2018-02-01,HATNet
260,HAT-P-28,b,HAT-P-28 b,Transit,0,1,3.257215,9.3323888,0.051,88.0,0.0005973918,Mass,1.212,0.44,0,0,0,0,00h52m00.18s,13.000766,+34d43m42.3s,34.728413,395.0,405.96,13.03,V (Johnson),12.872,5680.0,1.02,1.1,2014-05-14,HATNet
